job_id,product_type,quantity,paper_gsm,color_pages,trim_area_sqin,ink_coverage_pct,coating,quote_hour,total_cost_usd
JOB-0392,Poster,503,250,1,432.0,20.78,0,14,920.29
JOB-0393,Lookbook,469,150,2,187.0,69.6,0,9,846.92
JOB-0394,Banner,1427,200,1,1728.0,83.06,1,16,2095.58
JOB-0395,Poster,832,300,1,864.0,78.88,1,9,1422.75
JOB-0396,Flyer,299,200,2,432.0,83.1,0,12,837.69
JOB-0397,Banner,1096,200,4,187.0,55.77,0,11,1258.14
JOB-0398,Flyer,1650,200,1,216.0,25.08,1,8,1416.72
JOB-0399,Flyer,831,250,1,216.0,75.24,1,16,1166.18
JOB-0400,Flyer,2391,150,1,432.0,59.9,1,13,2052.27
JOB-0401,Flyer,1960,300,8,864.0,59.96,0,11,2211.09
JOB-0402,Empaque,1306,300,12,864.0,47.12,0,13,1831.88
JOB-0403,Banner,2340,150,1,1728.0,57.17,0,8,2409.76
JOB-0404,Poster,1111,300,1,1728.0,29.98,0,12,1829.6
JOB-0405,Empaque,392,300,1,864.0,68.09,1,13,1272.7
JOB-0406,Empaque,137,250,1,216.0,24.88,0,11,658.1
JOB-0407,Flyer,2349,170,1,432.0,67.44,1,17,2025.1
JOB-0408,Banner,2402,200,1,216.0,75.18,1,10,2033.37
JOB-0409,Poster,1861,300,4,432.0,50.71,0,9,1870.1
JOB-0410,Empaque,302,150,1,864.0,53.14,0,13,877.69
JOB-0411,Banner,769,300,1,216.0,40.29,1,17,1144.67
JOB-0412,Lookbook,150,300,1,432.0,83.01,0,12,914.3
JOB-0413,Poster,175,250,16,93.5,67.65,0,8,856.66
JOB-0414,Empaque,653,170,4,864.0,43.98,1,18,1148.08
JOB-0415,Poster,1452,200,2,216.0,31.36,1,12,1320.18
JOB-0416,Poster,210,150,1,216.0,34.27,1,9,635.07
JOB-0417,Poster,2463,300,12,432.0,50.15,0,14,2300.13
JOB-0418,Banner,1165,170,16,187.0,81.27,0,11,1504.67
JOB-0419,Poster,696,150,1,432.0,67.72,0,18,1090.21
JOB-0420,Empaque,1314,250,16,864.0,33.99,0,11,1755.35
JOB-0421,Lookbook,1986,250,8,216.0,75.87,0,14,1891.36
JOB-0422,Poster,816,250,1,93.5,44.58,1,13,1055.15
JOB-0423,Poster,166,150,12,216.0,75.36,0,10,815.21
JOB-0424,Poster,174,250,1,187.0,35.71,1,13,702.23
JOB-0425,Lookbook,2138,250,1,216.0,60.21,1,9,1801.37
JOB-0426,Banner,323,250,1,432.0,80.23,1,15,1083.52
JOB-0427,Poster,1607,300,2,93.5,36.76,0,16,1432.65
JOB-0428,Empaque,992,170,4,864.0,65.04,0,18,1506.52
JOB-0429,Poster,1955,170,2,187.0,84.18,1,11,1755.08
JOB-0430,Banner,198,300,1,1728.0,29.79,0,11,1375.39
JOB-0431,Empaque,2250,200,1,864.0,25.75,1,14,2036.77
JOB-0432,Banner,1761,200,12,187.0,63.82,0,15,1732.64
JOB-0433,Banner,1151,170,16,432.0,42.08,0,18,1447.51
JOB-0434,Banner,557,250,12,93.5,24.63,1,8,1040.08
JOB-0435,Poster,2444,250,1,93.5,50.89,1,10,1970.08
JOB-0436,Poster,790,150,12,1728.0,69.0,0,10,1771.72
JOB-0437,Poster,1252,200,8,864.0,38.53,1,10,1649.67
JOB-0438,Lookbook,1016,300,4,93.5,41.78,0,13,1161.56
JOB-0439,Banner,615,170,1,187.0,74.97,1,17,1070.68
JOB-0440,Lookbook,1071,170,16,187.0,53.8,1,8,1423.7
JOB-0441,Empaque,421,300,2,216.0,74.78,1,16,1111.19
JOB-0442,Poster,54,150,1,187.0,49.02,1,14,553.29
JOB-0443,Banner,760,170,1,187.0,81.94,0,14,1017.74
JOB-0444,Poster,324,200,2,432.0,62.3,1,15,874.27
JOB-0445,Flyer,1066,250,1,187.0,27.53,0,9,1078.71
JOB-0446,Banner,2164,150,1,1728.0,77.53,0,16,2398.85
JOB-0447,Empaque,448,200,2,864.0,51.8,0,10,1144.47
JOB-0448,Lookbook,53,150,16,864.0,29.21,0,13,995.0
JOB-0449,Poster,322,250,1,187.0,29.92,1,15,823.01
JOB-0450,Lookbook,1295,250,4,864.0,64.69,0,14,1704.88
JOB-0451,Poster,723,200,16,1728.0,23.08,0,11,1823.51
JOB-0452,Empaque,1249,170,12,187.0,38.63,0,12,1336.66
JOB-0453,Banner,121,150,16,864.0,29.09,1,13,1191.1
JOB-0454,Poster,866,300,1,216.0,48.67,1,8,1170.11
JOB-0455,Poster,1055,250,12,864.0,46.93,1,15,1670.92
JOB-0456,Poster,1107,170,16,216.0,53.92,0,9,1341.2
JOB-0457,Empaque,1400,200,1,864.0,38.18,0,13,1639.74
JOB-0458,Flyer,1963,250,2,93.5,22.08,1,15,1656.28
JOB-0459,Banner,1195,250,4,216.0,59.94,1,8,1388.85
JOB-0460,Lookbook,2111,200,2,187.0,44.29,1,18,1806.95
JOB-0461,Lookbook,1348,170,1,187.0,62.34,1,12,1365.98
JOB-0462,Poster,688,250,16,187.0,27.06,1,8,1308.5
JOB-0463,Empaque,611,250,16,216.0,20.9,1,15,1113.05
JOB-0464,Flyer,840,200,2,93.5,36.14,0,14,910.96
JOB-0465,Lookbook,1514,150,12,864.0,49.68,0,15,1761.66
JOB-0466,Banner,644,200,2,432.0,45.61,0,16,903.34
JOB-0467,Lookbook,2290,250,12,864.0,72.67,0,13,2438.29
JOB-0468,Empaque,1226,300,4,864.0,44.56,0,17,1624.36
JOB-0469,Poster,2165,200,2,93.5,54.48,1,12,1806.37
JOB-0470,Lookbook,1724,170,1,93.5,58.58,0,13,1524.28
JOB-0471,Flyer,867,200,8,216.0,21.42,0,9,1034.94
JOB-0472,Flyer,609,150,1,216.0,53.48,0,14,807.07
JOB-0473,Poster,1873,150,1,187.0,42.41,0,10,1477.64
JOB-0474,Poster,860,250,1,864.0,47.38,0,15,1372.72
JOB-0475,Flyer,655,300,16,432.0,26.52,0,16,1276.3
JOB-0476,Flyer,2330,300,1,864.0,70.88,1,17,2312.01
JOB-0477,Flyer,1232,200,12,93.5,81.26,1,18,1570.78
JOB-0478,Lookbook,169,150,12,864.0,21.45,0,9,968.53
JOB-0479,Lookbook,1262,300,1,187.0,59.09,1,9,1342.74
JOB-0480,Flyer,1179,200,4,216.0,69.65,1,18,1317.22
JOB-0481,Flyer,2167,170,4,216.0,38.51,1,12,1842.9
JOB-0482,Poster,1794,300,1,864.0,71.19,0,8,1991.75
JOB-0483,Lookbook,519,250,8,187.0,61.1,1,11,1063.09
JOB-0484,Flyer,418,250,2,187.0,80.4,0,17,917.42
JOB-0485,Poster,1529,170,2,216.0,83.77,0,11,1465.61
JOB-0486,Flyer,166,300,2,216.0,22.75,0,8,706.05
JOB-0487,Flyer,831,200,12,187.0,48.92,1,15,1187.19
JOB-0488,Poster,388,200,8,187.0,55.55,0,10,844.83
JOB-0489,Lookbook,100,250,2,187.0,29.54,0,11,602.28
JOB-0490,Lookbook,2302,250,16,216.0,41.86,0,8,2099.49
JOB-0491,Banner,270,150,12,216.0,84.2,0,14,955.56
JOB-0492,Lookbook,72,170,16,216.0,21.05,1,12,737.84
JOB-0493,Lookbook,2336,170,8,864.0,49.41,0,17,2198.75
JOB-0494,Flyer,511,300,2,187.0,74.77,0,11,1060.42
JOB-0495,Banner,2051,250,12,1728.0,41.05,0,10,2547.01
JOB-0496,Lookbook,126,170,1,864.0,51.19,0,9,852.01
JOB-0497,Flyer,426,250,1,187.0,83.57,0,10,915.38
JOB-0498,Lookbook,321,250,2,187.0,50.87,1,12,811.62
JOB-0499,Flyer,1781,170,16,187.0,28.51,0,8,1668.55
JOB-0500,Lookbook,1569,200,4,187.0,23.36,0,12,1411.21
JOB-0501,Banner,1215,300,2,216.0,81.45,1,17,1498.87
JOB-0502,Empaque,642,200,2,93.5,37.28,1,16,847.77
JOB-0503,Empaque,267,150,1,93.5,52.76,0,15,562.5
JOB-0504,Lookbook,1445,250,8,216.0,25.9,0,17,1449.1
JOB-0505,Lookbook,615,200,1,864.0,47.54,0,16,1124.02
JOB-0506,Banner,1496,200,4,187.0,80.46,1,15,1584.15
JOB-0507,Flyer,1734,250,1,1728.0,52.66,0,17,2213.57
JOB-0508,Banner,2131,300,1,216.0,83.12,0,9,1962.58
JOB-0509,Lookbook,1260,170,16,1728.0,36.82,1,17,2187.59
JOB-0510,Poster,61,200,1,187.0,52.8,0,11,607.8
JOB-0511,Poster,737,150,1,432.0,75.87,0,16,1016.45
JOB-0512,Empaque,2141,250,2,864.0,49.14,1,18,2089.92
JOB-0513,Poster,1356,200,4,93.5,38.17,0,13,1244.81
JOB-0514,Flyer,1567,170,1,1728.0,75.61,1,8,2126.15
JOB-0515,Flyer,1172,250,1,216.0,45.34,1,12,1243.96
JOB-0516,Poster,448,200,1,216.0,54.5,0,12,777.92
JOB-0517,Flyer,2247,200,4,432.0,83.47,1,18,2069.72
JOB-0518,Banner,1944,200,8,432.0,32.12,1,18,1807.59
JOB-0519,Poster,2489,170,16,93.5,39.59,1,14,2111.99
JOB-0520,Banner,2146,150,2,1728.0,22.02,0,18,2275.92
